,mean,std,percentile_99.5,percentile_0.5,all_zeros,cv,kurtosis,skewness
detailed_conjunctions_usage_coordinating,0.0433191120960144,0.010413219259076843,0.07499639596347907,0.0169537932765645,False,0.24038394960627363,1.086964255928156,0.36111421304131547
detailed_conjunctions_usage_subordinating,0.01697068218194808,0.005624061966890523,0.034776570048309086,0.0028285079559424702,False,0.33139869727057325,1.1943881720024123,0.4335249864529219
detailed_conjunctions_usage_correlative,1.894919356282177e-06,3.805535243835277e-05,0.0,0.0,False,20.082834824705785,646.4293286069126,23.670186916207257
auxiliary_infipart_modals_usage_rate_1,0.029256929761995856,0.008704338233621645,0.05429957989280007,0.00617475060199514,False,0.2975137276683215,1.5797569843119863,0.3264999231352344
auxiliary_infipart_modals_usage_rate_2,0.008252602298011155,0.004438614781975182,0.023175866225558405,0.0,False,0.5378442607182066,1.1151726412696652,0.7907717923051781
auxiliary_infipart_modals_usage_rate_3,0.010609735990563128,0.005455800515147475,0.030624357649208307,0.0,False,0.5142258506715114,2.7849931522295526,1.1360506044190595
auxiliary_infipart_modals_usage_rate_4,0.011797536746905321,0.006924575374922211,0.03488821076252832,0.0,False,0.5869509477678581,1.5331214772741895,0.9488547889344227
sentence_type_ratio_simple,0.22248746985539358,0.10982099623812157,0.6599923751429644,0.0,False,0.49360530869221564,2.3527920679978083,1.0023352740174287
sentence_type_ratio_compound,0.21662816951352176,0.08795803673416439,0.48221891288160784,0.02178743961352656,False,0.40603231302600334,0.34541484017046464,0.4372324711257542
sentence_type_ratio_complex,0.30012864919326404,0.07922672481096275,0.5172413793103449,0.06729923628789629,False,0.263975881755779,0.9301364316344882,-0.053570754198464576
sentence_type_ratio_compound-complex,0.26075571143782045,0.12339037817998759,0.673430141287284,0.01370807746811525,False,0.4732029741538802,0.8860485721048565,0.7091503734127312
figurative_vs_literal_ratio,0.1793431389563764,0.09005800123440795,0.48375973303670705,0.0,False,0.5021547061039996,1.3481820836876173,0.8414430739746602
flesch_reading_ease,51.73172967733001,15.243616789040782,82.32999999999997,14.491000000000001,False,0.2946666752517435,719.4509806618752,-15.522417117386757
GFI,13.539876748372802,4.791885818125073,25.847999999999995,6.38,False,0.3539091165435427,1881.381716433561,31.917528644639653
coleman_liau_index,10.995421686746987,1.917115216567878,16.704999999999984,6.057,False,0.17435577017283632,0.8583181573144425,0.3865589707805357
ari,14.707395097631908,5.849131207852499,29.8,6.31,False,0.39770001207041,2052.180527714738,34.04075603758195
dale_chall_readability_score,8.49541476249827,0.9495151177494069,11.24,6.361000000000001,False,0.11176795298340213,301.46184580519093,8.341889769113303
lix,52.748750865531086,12.242890215211375,83.05499999999991,32.955999999999996,False,0.23209820165071526,1688.7526698816912,29.40571545535988
smog_index,13.638775792826479,2.1390914651138866,20.289999999999964,8.3,False,0.15683896396617752,3.236779231041517,0.4873284433522836
rix,6.466269214790196,2.958169524898746,14.625999999999987,2.061,False,0.45747701288597314,1241.6820662981954,24.143270057087797
